income_am,profit_last_am,profit_am,damage_am,damage_inc,crd_lim_rec,cab_requests,bar_no,neighbor_income,age,client_segment,sect_empl,fam_adult_size,children_no,tenure_mts,claims_no,claims_am,nights_booked,shop_am,outcome_damage_amount,credit_use_ic_0.0,credit_use_ic_1.0,credit_use_ic_Undefined,insurance_ic_0.0,insurance_ic_1.0,insurance_ic_Undefined,spa_ic_0.0,spa_ic_1.0,spa_ic_Undefined,married_cd_False,married_cd_True,sport_ic_0.0,sport_ic_1.0,sport_ic_Undefined,marketing_permit_0.0,marketing_permit_1.0,marketing_permit_Undefined,urban_ic_0.0,urban_ic_1.0,urban_ic_Undefined,dining_ic_0.0,dining_ic_1.0,dining_ic_Undefined,presidential_0.0,presidential_1.0,presidential_Undefined,prev_stay_0.0,prev_stay_1.0,prev_stay_Undefined,prev_all_in_stay_0.0,prev_all_in_stay_1.0,prev_all_in_stay_Undefined,company_ic_0.0,company_ic_1.0,company_ic_Undefined,gender_M,gender_Undefined,gender_V,shop_use_0.0,shop_use_1.0,shop_use_Undefined,retired_0.0,retired_1.0,retired_Undefined,gold_status_0.0,gold_status_1.0,gold_status_Undefined
0.8571801337239445,0.2819916012094744,0.6885568640220775,0.0,0.0,0.11654854752986021,0.4,0.2618595071429147,-0.1846430966726878,0.96,2.9141274161468447,0.0,-0.5,0.0,2.049872270178545,0.6931471805599453,0.0,0.7915056811584691,0.0,6.894599114932583,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
0.3320558942925527,0.24151057412755977,-0.13074555497260676,0.0,0.0,-0.869453057760477,1.0,0.1403139955899648,1.4323845569117633,0.84,0.0,0.0,-0.5,0.0,0.4031259222369779,0.0,0.0,-0.536429006164939,0.0,6.924209168253817,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
0.9649699042554747,-0.6124880611006698,1.9725313908407898,5.84354441703136,0.6931471805599453,0.19893296066453142,1.6,1.0959032742893844,-0.09235959445804538,-0.28,2.9141274161468447,0.6931471805599453,0.5,1.3862943611198906,1.2264990962077613,0.0,0.0,0.5945007474065187,6.830653712009463,6.984466288863056,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
-0.15205448009346198,-0.18097774611404857,0.6789552448118743,0.0,0.0,0.18306126939717968,-0.4,1.6558693746468152,0.8691971644852191,-0.68,0.0,0.0,0.0,0.0,-1.2861171056514684,0.0,0.0,0.8095922841663841,0.0,6.393356612829364,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1.0693493637929248,0.603189774519726,0.8645883275137285,0.0,0.0,-0.869453057760477,0.4,0.1403139955899648,0.23003625481506476,-0.16,2.9141274161468447,0.0,0.0,0.0,0.16939418252914257,0.0,0.0,0.3154648767857288,0.0,6.538516019278017,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0.8548896856388105,0.204479941592103,0.7023678864164675,0.0,0.0,0.16473912619801742,-0.2,0.36907024642854275,0.6783924330299056,-0.04,2.9141274161468447,0.6931471805599453,0.5,1.3862943611198906,1.5399121108159952,0.0,0.0,0.9635709938350613,6.950490492397379,6.552650530212922,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
-0.28461042987839913,-0.18097774611404857,-0.20652783088665802,0.0,0.0,-0.0823200978001054,0.4,0.36907024642854275,-0.3962851406386992,-1.08,0.0,0.0,-0.5,0.0,-1.1798754057842704,0.0,0.0,-0.43487199937743287,0.0,7.315318185172448,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
-0.013351736796232494,-0.6124880611006698,1.2910424728348138,0.0,0.0,0.24712849099428214,0.4,1.1826583386441383,-0.5722572281910342,-0.32,0.0,0.0,0.0,0.0,0.43499843219713724,1.0986122886681098,0.0,0.575131032149468,0.0,6.251094306992602,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0.686438972368999,0.35561819909163384,0.012984726634036537,0.0,0.0,0.11654854752986021,0.4,0.2618595071429147,0.7711791709308905,-0.8,0.0,0.0,0.0,0.0,-0.903646986129556,0.0,0.0,0.38059287740829606,0.0,7.217091205328748,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0.02179705905860499,-0.6124880611006698,-0.15102603039478119,0.0,0.0,0.08235966410614966,0.0,0.2618595071429147,1.1349119619250783,-0.28,0.0,0.0,0.0,0.6931471805599453,0.7537235317987309,0.0,0.0,0.03372799163004341,0.0,6.341346470639112,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0.9064667938565842,0.23294846583208342,1.3223617070096059,0.0,0.0,-0.869453057760477,-0.6,-1.6309297535714573,1.3671283042543185,0.56,4.981733722339869,0.6931471805599453,0.0,0.0,0.3871896672568982,0.0,0.0,-0.536429006164939,9.008721501397952,6.976908137670454,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
0.8773255891881658,0.41175635790747933,0.42608556118065016,0.0,0.0,0.13054694223952304,0.8,0.0,0.6076315401479624,0.0,0.0,0.0,0.0,0.0,0.31813256234321957,0.0,0.0,0.6806284931046637,7.602105897107094,6.0720301949475495,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
-0.34429225810281766,-0.6124880611006698,-0.02086339080793173,3.58351893845611,0.6931471805599453,0.0,-0.2,0.1403139955899648,1.4131052203071381,0.16,0.0,0.0,0.5,0.0,2.1136172900988637,1.0986122886681098,6.375024819828097,0.8154648767857288,0.0,7.127597386523272,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0.22118441166943478,0.1731911840993623,0.006888664716253079,0.0,0.0,-0.869453057760477,-0.6,0.0,0.14203158468945154,1.24,0.0,0.0,-0.5,0.0,0.6209214069647335,0.0,0.0,-0.6673587597363964,0.0,6.939777065004875,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
-0.36734998616798614,0.41599899824952546,0.046065088226507137,6.951772164398911,1.0986122886681098,-0.869453057760477,-1.0,0.46497352071792736,-1.3415086732389827,-0.4,0.0,0.0,0.5,1.0986122886681098,-0.6646031614283607,0.0,0.0,-0.43487199937743287,0.0,7.013672639573042,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
-0.36734998616798614,-0.6124880611006698,-0.06270630203909502,0.0,0.0,0.22545662907696198,1.2,0.7037877659013353,-0.6231001157800897,-0.64,0.0,0.6931471805599453,0.5,0.0,-1.0417611959569133,0.0,0.0,-0.2209641293792103,0.0,6.848652623387313,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0.15130504014333127,-0.6124880611006698,0.02056914669239812,7.077498053569231,1.791759469228055,0.060693743316524176,0.4,0.1403139955899648,1.4805503973622296,-0.44,0.0,0.0,0.5,1.3862943611198906,-0.9355194960897153,0.0,0.0,0.8212626572715424,0.0,6.41393425403197,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1.2974963520683587,0.563660052539391,0.5469625930711237,0.0,0.0,-0.869453057760477,-0.4,-0.3690702464285425,0.05681640863185284,0.68,2.9141274161468447,0.0,-0.5,0.0,-0.8133415412424377,0.0,0.0,-0.43487199937743287,0.0,7.253272203104869,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
0.16306205366668275,0.11188280980506103,0.6736472860679926,0.0,0.0,0.08235966410614966,-0.8,0.2618595071429147,-1.1124707799692912,-1.12,0.0,0.6931471805599453,0.0,0.0,-0.9992645160100341,0.0,0.0,0.21826311484431482,0.0,6.757071914397188,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0.03423508529240877,0.0720123861236795,-0.15102603039478119,0.0,0.0,0.11654854752986021,-0.4,0.0,-0.3962851406386992,0.64,0.0,0.0,-0.5,0.0,0.047216227681864995,0.0,0.0,0.12209220184488666,0.0,5.898691146955627,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
0.5496287607917311,0.43597223182054196,0.24128257462741629,0.0,0.0,0.16473912619801742,1.0,0.9999999999999998,-2.6718065037398766,-0.32,0.0,0.0,0.0,0.0,-1.3126775306182679,0.0,0.0,0.1481061170493323,0.0,5.373378455769916,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-0.3652083540870775,-0.6124880611006698,-0.16213018299397805,0.0,0.0,0.10067897821375886,0.6,0.36907024642854275,-0.2190293659471438,-0.36,0.0,0.0,0.0,1.0986122886681098,-0.6486669064482811,0.0,0.0,0.0,0.0,6.570980996749741,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-0.36734998616798614,-0.6124880611006698,-0.2323896763541246,0.0,0.0,0.25198089175413874,1.0,0.0,0.3482725408521098,-0.8,0.0,0.6931471805599453,0.5,0.0,-1.3179896156116278,0.0,0.0,1.5313135583106583,0.0,6.536329213097395,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0.41289554603213796,0.272754078432214,0.36883707951454864,0.0,0.0,0.21293300585929836,1.2,1.2990172878643966,-0.9007985803708344,-0.88,0.0,0.0,0.0,0.0,-0.9886403460233143,0.0,0.0,-0.43487199937743287,0.0,6.145322326901356,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2.0480120421911505,0.7625301215946437,2.421231122422927,0.0,0.0,-0.869453057760477,1.6,0.36907024642854275,-1.0603588099308496,0.12,2.9141274161468447,0.0,0.5,1.0986122886681098,0.29688422236978,0.0,0.0,-0.43487199937743287,8.14308021003266,6.827856727584252,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0.159418238250153,-0.0950802961680049,0.5008958405972093,0.0,0.0,0.08235966410614966,-0.8,0.46497352071792736,0.3662502913046777,-0.52,0.0,0.0,0.0,1.0986122886681098,-1.057697450936993,0.6931471805599453,7.982074875081202,0.5651280006225673,5.991538233234035,7.652607419183863,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
-0.15343881524418207,-0.15101915176683375,-0.1863378871171359,0.0,0.0,-0.869453057760477,-0.6,-0.3690702464285425,0.05681640863185284,0.72,0.0,0.0,-0.5,0.0,0.2703237974029805,0.0,0.0,0.06512800062256724,0.0,6.4703349996324215,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
-0.36734998616798614,-0.6124880611006698,-0.2323896763541246,0.0,0.0,-0.869453057760477,0.6,-0.6309297535714573,0.576101972008155,0.4,0.0,0.6931471805599453,0.0,0.0,-0.9727040910432346,0.0,0.0,-0.536429006164939,0.0,6.400456760992303,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0.5207845148607505,-0.6124880611006698,1.235219452914474,6.26530121273771,0.6931471805599453,0.2367857384561085,0.2,0.36907024642854275,0.6280307054741905,-0.04,0.0,0.0,0.0,1.0986122886681098,0.11096124760218372,0.0,0.0,0.8599020592981721,8.199986243386926,7.184780771245389,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
-0.1790508190274725,-0.6124880611006698,-0.2207396918451144,0.0,0.0,-0.869453057760477,-0.2,0.36907024642854275,0.05681640863185284,-0.92,0.0,0.0,0.0,0.0,-1.402982975505386,0.0,0.0,-0.6673587597363964,0.0,6.362700463665486,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
-0.27741379798180843,-0.6124880611006698,-0.21806439786875595,0.0,0.0,-0.869453057760477,0.8,0.1403139955899648,-0.5612140358252998,-0.48,0.0,0.0,0.0,0.0,-0.7867811162756383,0.0,0.0,-0.43487199937743287,0.0,7.040965369994825,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0.43044342359804233,0.268321322148422,-0.07154317159341111,0.0,0.0,0.08235966410614966,0.6,0.0,-0.5079909260290645,0.96,0.0,0.0,-0.5,0.0,2.1136172900988637,0.0,0.0,0.45074987520327836,0.0,7.188941297690216,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
-0.08498434072783644,0.39069914827625085,-0.20123388427388192,0.0,0.0,-0.869453057760477,-0.4,0.1403139955899648,0.5697449110587401,-0.32,0.0,0.0,0.5,0.0,-1.2861171056514684,0.0,0.0,-0.43487199937743287,0.0,5.486123853572561,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0.5842911666587484,0.293826478561957,1.337466048669582,0.0,1.0986122886681098,0.21935966079248265,1.0,0.1403139955899648,-0.23669640421193552,-0.56,6.585493768808871,0.6931471805599453,0.0,0.0,0.8068443817323298,0.0,0.0,-0.8518938829506677,0.0,7.453816763836942,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0.7823009353864059,0.1814664284597719,2.680711473155742,0.0,1.3862943611198906,0.2736531498628119,-0.4,0.8340437671464697,0.11335234357418211,-0.6,0.0,0.0,0.5,1.0986122886681098,-0.08027381215877245,1.3862943611198906,0.0,1.0784171086151884,7.825323671841355,7.00842380444933,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
0.3376778711581488,0.44412806658935583,0.32099389646044507,5.786897381366708,0.6931471805599453,0.16473912619801742,-0.6,0.8927892607143721,1.210692694862241,0.04,0.0,0.0,0.5,1.0986122886681098,0.6315455769514533,0.0,0.0,0.12209220184488666,8.198051352338762,7.167084172136875,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
0.5655153796936302,0.49186534134169807,0.7875218763858767,0.0,0.0,-0.869453057760477,0.4,-0.1659562328535303,-1.0048966355768645,0.16,2.9141274161468447,0.0,0.5,0.0,-0.9673920060498747,0.0,0.0,-0.536429006164939,0.0,6.066154492739426,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0.9622830369827493,0.1524804259778814,1.5526219294185568,4.844187086458591,0.6931471805599453,0.0,0.4,1.0959032742893844,-0.91915508470078,-0.24,6.585493768808871,1.9459101490553132,0.0,0.0,0.07377665264866447,0.0,0.0,-0.536429006164939,0.0,7.139255813236727,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
-0.36734998616798614,-0.6124880611006698,-0.22969294703635995,0.0,0.0,-0.869453057760477,-0.6,0.5517285850726807,0.05681640863185284,0.08,0.0,0.0,0.5,0.0,-1.0258249409768336,0.0,0.0,-0.43487199937743287,0.0,6.0015138829609835,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0.3507149289465453,0.18720914889392393,0.75634015652008,4.356708826689592,1.3862943611198906,0.25198089175413874,1.4,0.771243749161422,2.0265490516324416,0.04,0.0,0.0,0.5,1.0986122886681098,1.1361936513206432,0.0,0.0,0.9635709938350613,2.4714451814275646,7.007763496613354,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
-0.03354543971497326,-0.10977664334580571,0.27407325057872545,0.0,0.0,0.2736531498628119,0.8,0.0,2.13888636557633,0.12,0.0,0.0,0.5,1.0986122886681098,-0.303381381879888,0.0,0.0,0.3154648767857288,0.0,6.643229680514136,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
1.3660832078548661,0.5072008615222668,2.0002416870693946,3.6375861597263857,1.0986122886681098,0.0,0.4,0.8340437671464697,1.3571476994426093,0.28,6.585493768808871,1.9459101490553132,0.0,0.0,0.5890488970045742,1.3862943611198906,4.543294782270004,0.9593372924836994,9.290552920551313,6.992767158307976,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
-0.36734998616798614,-0.6124880611006698,-0.2323896763541246,0.0,0.0,-0.869453057760477,-1.0,-0.9999999999999998,-0.6590730760026808,-0.68,0.0,0.0,0.5,0.0,-0.18120342703261044,0.0,0.0,-0.43487199937743287,0.0,6.996644890983539,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0.4649340994267925,-0.14438284485709124,0.9129724498717925,3.1780538303479458,0.6931471805599453,0.2736531498628119,0.8,0.1403139955899648,-0.9063852807018368,0.12,2.9141274161468447,0.0,0.5,0.0,-0.08558589715213234,0.0,0.0,-0.2209641293792103,8.471195174868399,6.247597901247849,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
0.6876832195418272,0.4674113039564224,0.5485436021045365,0.0,0.0,0.11654854752986021,1.2,0.771243749161422,-0.7741204987621852,-0.2,0.0,0.0,0.0,0.6931471805599453,-0.5371131215877233,0.6931471805599453,7.9996785794994505,0.8955161688921114,7.911288592367396,6.510347622251703,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
-0.17759221243511444,-0.0617666769590647,-0.08286809242516066,0.0,0.0,0.060693743316524176,0.2,0.6309297535714574,0.5635065593174955,0.08,0.0,0.0,0.5,0.0,0.5571763870444147,0.0,0.0,0.3154648767857288,0.0,6.023205432892045,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
