income_am,profit_last_am,profit_am,damage_am,damage_inc,crd_lim_rec,cab_requests,bar_no,neighbor_income,age,client_segment,sect_empl,fam_adult_size,children_no,tenure_mts,claims_no,claims_am,nights_booked,shop_am,outcome_profit,outcome_damage_inc,outcome_damage_amount,credit_use_ic_0.0,credit_use_ic_1.0,credit_use_ic_Undefined,insurance_ic_0.0,insurance_ic_1.0,insurance_ic_Undefined,spa_ic_0.0,spa_ic_1.0,spa_ic_Undefined,married_cd_False,married_cd_True,sport_ic_0.0,sport_ic_1.0,sport_ic_Undefined,marketing_permit_0.0,marketing_permit_1.0,marketing_permit_Undefined,urban_ic_0.0,urban_ic_1.0,urban_ic_Undefined,dining_ic_0.0,dining_ic_1.0,dining_ic_Undefined,presidential_0.0,presidential_1.0,presidential_Undefined,prev_stay_0.0,prev_stay_1.0,prev_stay_Undefined,prev_all_in_stay_0.0,prev_all_in_stay_1.0,prev_all_in_stay_Undefined,company_ic_0.0,company_ic_1.0,company_ic_Undefined,gender_M,gender_Undefined,gender_V,shop_use_0.0,shop_use_1.0,shop_use_Undefined,retired_0.0,retired_1.0,retired_Undefined,gold_status_0.0,gold_status_1.0,gold_status_Undefined
0.93155984381451,0.44761461791667556,0.5390317378001254,7.924072324923417,1.9459101490553132,0.24712849099428214,0.8,0.46497352071792736,-0.18269863415769083,0.32,2.9141274161468447,0.0,0.0,0.6931471805599453,1.0830728013870443,0.0,0.0,0.03372799163004341,0.0,7.6544621836363955,1.0,1.308138930314014,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0.007041303487275468,-0.0284530577501245,-0.023200075992142067,0.0,0.0,0.10067897821375886,-0.8,-0.6309297535714573,0.05681640863185237,1.2,0.0,0.0,-0.5,0.0,0.2703237974029805,0.0,0.0,0.5115226309797535,0.0,7.33417268006495,0.0,0.0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
0.42409622502645894,0.041714876027468234,-0.01697721560567222,0.0,0.0,0.15439727400798292,-0.2,0.0,-0.5453447789720895,0.2,0.0,0.0,0.5,0.0,0.4084380072303378,0.0,0.0,0.8651636163189351,0.0,7.435721165565717,0.0,0.0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0.5483088351110338,-0.6124880611006698,1.0178304432399519,0.0,0.0,-0.869453057760477,0.2,-1.6309297535714573,0.4288280629996191,1.36,2.9141274161468447,0.0,-0.5,0.0,-0.15995508705917086,0.0,0.0,-0.536429006164939,0.0,7.956129856289727,0.0,0.0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
-0.3068579949752091,-0.6124880611006698,2.3856476551326127,7.541683099882111,1.6094379124341003,-0.869453057760477,-0.2,0.0,-0.21872794727097075,0.04,0.0,0.0,0.0,0.0,-0.016528792238453726,1.0986122886681098,0.0,-0.43487199937743287,0.0,8.214451625204667,1.0,1.1275749808409337,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0.34674039217909103,0.22927500717032043,-0.06751977403362315,0.0,0.0,-0.0823200978001054,0.0,0.0,-0.4450742011862196,-0.92,0.0,0.0,-0.5,0.0,-0.10152215213221202,0.0,0.0,-0.536429006164939,0.0,7.578038049770065,0.0,0.0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0.08786850468940428,0.11304462363203585,-0.17072974028127103,6.98100574072173,1.3862943611198906,0.16473912619801742,-0.6,-0.1659562328535303,-0.19392787492969887,-0.56,0.0,0.6931471805599453,0.5,1.0986122886681098,0.7643477017854506,0.0,0.0,0.6884085050049605,0.0,7.945679402148288,1.0,1.2793459967896696,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
-0.36734998616798614,-0.6124880611006698,-0.2323896763541246,0.0,0.0,-0.869453057760477,0.0,0.2618595071429147,-0.7764982595280359,-0.72,-4.981733722339869,0.0,0.0,0.0,0.0,0.0,0.0,-0.43487199937743287,0.0,7.204684464790581,1.0,1.0723684457790632,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0
-0.36734998616798614,0.38751193889933017,-0.2323896763541246,0.0,0.0,-0.869453057760477,-0.4,0.0,0.05681640863185237,0.64,0.0,0.0,-0.5,0.6931471805599453,0.4084380072303378,0.0,0.0,-0.43487199937743287,0.0,7.25244367037469,0.0,0.0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
-0.36734998616798614,-0.6124880611006698,-0.2323896763541246,0.0,0.0,-0.869453057760477,0.4,-0.6309297535714573,0.7930591145931898,1.52,0.0,0.0,-0.5,0.0,-0.16526717205253075,0.0,0.0,-0.43487199937743287,0.0,7.189469579654126,0.0,0.0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
0.6478294036525434,0.21002132373098253,0.4628535524973299,0.0,1.0986122886681098,0.2367857384561085,0.4,0.2618595071429147,2.2646951479279283,-0.2,2.9141274161468447,0.0,0.5,1.3862943611198906,1.4496066659288769,0.0,0.0,0.5651280006225673,8.20762229065684,7.357722003490876,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
0.5976162068482568,0.30921081001404543,0.6339549536871689,0.0,0.0,0.1430692450195971,-0.6,1.2231200766288135,-0.6408868458081654,-0.8,0.0,0.0,0.0,0.0,0.36594132728345863,0.0,0.0,0.7109810456778399,6.942069454279388,7.030963571283585,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
0.16955331958196848,0.1345627086682463,-0.14847549516506364,0.0,0.0,-0.0823200978001054,-0.4,-0.6309297535714573,0.6665695372162959,-1.08,0.0,0.0,-0.5,0.0,-0.24494844695292917,0.0,0.0,-0.536429006164939,0.0,7.622292062220553,0.0,0.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
-0.36734998616798614,0.48546177772415294,0.724943981539643,6.745236349484363,1.0986122886681098,0.2654520490675719,-0.8,0.2618595071429147,-0.4983790217069493,-0.32,0.0,0.0,0.5,0.6931471805599453,1.194626586247602,1.0986122886681098,7.501634457883413,-0.43487199937743287,0.0,7.939568716111757,0.0,0.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0.2918997942755308,-0.6124880611006698,0.2137137119328852,0.0,0.0,-0.869453057760477,0.4,0.0,0.19100559947948478,-0.56,0.0,0.0,0.0,0.0,0.647481831931533,0.0,0.0,-0.43487199937743287,8.070768520098483,7.728587420039598,0.0,0.0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
-0.36734998616798614,-0.6124880611006698,-0.2323896763541246,0.0,0.0,-0.869453057760477,-1.2,-0.3690702464285425,1.0874557153979145,1.32,2.9141274161468447,0.0,-0.5,0.0,0.6315455769514533,0.0,0.0,0.4099656241922473,0.0,6.962290811630151,0.0,0.0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
1.0609604212688384,0.4731214797745473,-0.017753622699068463,0.0,0.0,-0.869453057760477,-0.6,0.46497352071792736,1.1054077647169867,-0.28,0.0,0.0,0.0,0.0,-1.4295434004721854,0.0,0.0,-0.536429006164939,0.0,7.662242119775254,0.0,0.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0.23391236319575906,-0.006295090359272781,0.48502776434760947,0.0,0.0,-0.869453057760477,-0.6,0.2618595071429147,0.24465702528681332,0.68,2.9141274161468447,0.0,-0.5,0.0,-0.7920932012689982,0.0,0.0,-0.43487199937743287,0.0,7.609257459124817,0.0,0.0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
-0.3630760537659626,0.38760395266083586,-0.2314902124400142,0.0,0.0,-0.869453057760477,-0.2,0.1403139955899648,-0.8960900103349239,0.36,0.0,0.0,0.0,0.0,0.05252831267522489,0.0,0.0,-0.43487199937743287,0.0,7.785471488876516,0.0,0.0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-0.36734998616798614,-0.6124880611006698,-0.2323896763541246,0.0,0.0,-0.869453057760477,0.0,0.2618595071429147,0.4513292413072693,0.36,0.0,0.0,0.5,0.0,1.0724486314003245,0.6931471805599453,7.428333194190806,-0.43487199937743287,0.0,7.3197324707055245,1.0,1.339525807277439,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0.34624129764379485,-0.6124880611006698,0.25164942904672427,0.0,0.0,-0.869453057760477,0.0,-1.6309297535714573,0.9532583381325359,0.16,2.9141274161468447,0.0,0.5,0.6931471805599453,0.2331392024494613,0.0,0.0,-0.536429006164939,8.141161808057218,8.164373662945637,0.0,0.0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
-0.3630760537659626,-0.6124880611006698,-0.210067834300551,0.0,0.0,-0.869453057760477,-0.2,-0.6309297535714573,-1.050438448436612,0.24,0.0,0.0,0.0,0.0,-0.5583614615611628,0.0,0.0,-0.43487199937743287,0.0,6.856514614788541,0.0,0.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
-0.36734998616798614,-0.6124880611006698,-0.2323896763541246,0.0,0.0,-0.869453057760477,0.2,0.0,-0.40208155492445496,-0.76,0.0,0.0,-0.5,0.0,-0.4786801866607645,0.0,0.0,-0.8518938829506677,0.0,7.844142712555414,0.0,0.0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
-0.36734998616798614,-0.6124880611006698,-0.2323896763541246,0.0,0.0,-0.869453057760477,0.8,-0.1659562328535303,-0.1907809567348578,0.32,-4.981733722339869,0.0,0.0,0.0,0.0,0.0,0.0,-0.43487199937743287,0.0,6.9307488881075585,1.0,1.112666291602981,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-0.36734998616798614,-0.6124880611006698,-0.2323896763541246,0.0,0.0,-0.869453057760477,1.0,0.0,0.49691271202890064,0.04,0.0,0.0,0.0,0.0,0.5093676221041757,0.0,0.0,0.03372799163004341,0.0,7.5186126456821665,0.0,0.0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-0.36734998616798614,-0.6124880611006698,0.03935941806683169,0.0,0.0,-0.869453057760477,0.2,-1.6309297535714573,-0.9908223949863352,-0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8518938829506677,0.0,8.259530656475153,0.0,0.0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0.8571801337239445,0.2819916012094744,0.6885568640220775,0.0,0.0,0.11654854752986021,0.4,0.2618595071429147,-0.18464309667268627,0.96,2.9141274161468447,0.0,-0.5,0.0,2.049872270178545,0.6931471805599453,0.0,0.7915056811584691,0.0,6.888174827003193,1.0,1.2968990898411943,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
0.06975788257890887,0.06579097245914799,-0.1442344898781256,0.0,0.0,0.060693743316524176,0.2,-0.1659562328535303,-0.5686815637466874,1.2,0.0,0.0,-0.5,0.0,0.4084380072303378,0.0,0.0,0.45074987520327836,0.0,7.185561242826211,0.0,0.0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0.3320558942925527,0.24151057412755977,-0.13074555497260676,0.0,0.0,-0.869453057760477,1.0,0.1403139955899648,1.4323845569117513,0.84,0.0,0.0,-0.5,0.0,0.4031259222369779,0.0,0.0,-0.536429006164939,0.0,7.280097842254814,1.0,1.3024688482219662,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
-0.34429225810281766,-0.40552495512760384,-0.2270011947672267,0.0,0.0,-0.869453057760477,0.0,-0.1659562328535303,-0.7800671789460867,0.12,0.0,0.0,-0.5,0.0,-1.057697450936993,0.0,0.0,-0.536429006164939,0.0,7.4875881741314005,0.0,0.0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
-0.36734998616798614,-0.6124880611006698,-0.2323896763541246,0.0,0.0,-0.869453057760477,0.4,-0.3690702464285425,-1.2537291840917144,-0.6,-4.981733722339869,0.0,-0.5,0.0,-1.445479655452265,0.0,0.0,-0.43487199937743287,0.0,6.9262727671151305,0.0,0.0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0.9344202983023956,0.4473682608916018,0.20640634634129593,0.0,0.0,-0.869453057760477,-0.2,-0.9999999999999998,0.21372166661626588,0.44,0.0,0.0,-0.5,0.0,0.2703237974029805,0.0,0.0,0.5337279916300436,0.0,6.6038489691533275,0.0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-0.08498434072783644,-0.6124880611006698,-0.22163254812675107,0.0,0.0,-0.0823200978001054,0.8,-0.6309297535714573,-0.8133384385167245,-1.0,0.0,0.0,-0.5,0.0,-1.4136071454921058,0.0,0.0,-0.8518938829506677,0.0,7.315557653553788,0.0,0.0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0.9931917181861912,0.6228670075104663,2.067576915772594,0.0,0.0,0.0,-1.0,-0.6309297535714573,-0.6643769808889094,0.96,2.9141274161468447,0.0,-0.5,0.0,2.1136172900988637,0.0,0.0,0.6564571699446364,0.0,6.66166290628952,0.0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
0.9649699042554747,-0.6124880611006698,1.9725313908407898,5.84354441703136,0.6931471805599453,0.19893296066453142,1.6,1.0959032742893844,-0.09235959445804462,-0.28,2.9141274161468447,0.6931471805599453,0.5,1.3862943611198906,1.2264990962077613,0.0,0.0,0.5945007474065187,6.830653712009463,7.652930234132999,1.0,1.3138034310703464,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1.5907516002935527,0.6086455392982305,2.0578785429636874,0.0,0.0,-0.869453057760477,0.0,-0.1659562328535303,-0.02320771842556284,-0.12,4.981733722339869,0.0,0.0,0.0,-1.1373787258373913,0.0,0.0,-0.6673587597363964,0.0,8.399134617802757,0.0,0.0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
-0.15205448009346198,-0.18097774611404857,0.6789552448118743,0.0,0.0,0.18306126939717968,-0.4,1.6558693746468152,0.869197164485212,-0.68,0.0,0.0,0.0,0.0,-1.2861171056514684,0.0,0.0,0.8095922841663841,0.0,6.357235496671947,1.0,1.2026135579442836,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0.5376192709829186,0.41645462115652293,0.050518467840797075,0.0,0.0,0.10067897821375886,-0.2,0.1403139955899648,-0.02855755536052287,-0.92,0.0,0.0,0.0,0.0,0.07908873764202436,0.0,0.0,0.5651280006225673,0.0,7.154294993102656,0.0,0.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
-0.36734998616798614,-0.6124880611006698,-0.2323896763541246,0.0,0.0,-0.869453057760477,0.2,-0.6309297535714573,-0.7268185100752466,-0.2,0.0,0.0,0.5,0.0,1.194626586247602,0.0,0.0,-0.6673587597363964,0.0,7.934194645156665,0.0,0.0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
1.0693493637929248,0.603189774519726,0.8645883275137285,0.0,0.0,-0.869453057760477,0.4,0.1403139955899648,0.23003625481506285,-0.16,2.9141274161468447,0.0,0.0,0.0,0.16939418252914257,0.0,0.0,0.3154648767857288,0.0,6.537415972849347,1.0,1.2299185685717198,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0.8548896856388105,0.204479941592103,0.7023678864164675,0.0,0.0,0.16473912619801742,-0.2,0.36907024642854275,0.6783924330298999,-0.04,2.9141274161468447,0.6931471805599453,0.5,1.3862943611198906,1.5399121108159952,0.0,0.0,0.9635709938350613,6.950490492397379,7.455367887554855,1.0,1.232577321323149,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
-0.36734998616798614,0.38751193889933017,-0.2323896763541246,0.0,0.0,-0.869453057760477,-0.8,0.36907024642854275,-0.4389080366849064,-1.08,0.0,0.0,-0.5,0.0,-0.6805394164084404,0.0,0.0,-0.536429006164939,0.0,7.658864716879926,0.0,0.0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-0.28461042987839913,-0.18097774611404857,-0.20652783088665802,0.0,0.0,-0.0823200978001054,0.4,0.36907024642854275,-0.3962851406386959,-1.08,0.0,0.0,-0.5,0.0,-1.1798754057842704,0.0,0.0,-0.43487199937743287,0.0,6.902742737158593,1.0,1.3760378722674513,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
