income_am,profit_last_am,profit_am,damage_am,damage_inc,crd_lim_rec,cab_requests,bar_no,neighbor_income,age,client_segment,sect_empl,fam_adult_size,children_no,tenure_mts,claims_no,claims_am,nights_booked,shop_am,outcome_profit,outcome_damage_inc,outcome_damage_amount,credit_use_ic_False,credit_use_ic_True,credit_use_ic_Undefined,insurance_ic_False,insurance_ic_True,insurance_ic_Undefined,spa_ic_False,spa_ic_True,spa_ic_Undefined,married_cd_ic_False,married_cd_ic_True,sport_ic_False,sport_ic_True,sport_ic_Undefined,marketing_permit_ic_False,marketing_permit_ic_True,marketing_permit_ic_Undefined,urban_ic_False,urban_ic_True,urban_ic_Undefined,dining_ic_False,dining_ic_True,dining_ic_Undefined,presidential_ic_False,presidential_ic_True,presidential_ic_Undefined,prev_stay_ic_False,prev_stay_ic_True,prev_stay_ic_Undefined,prev_all_in_stay_ic_False,prev_all_in_stay_ic_True,prev_all_in_stay_ic_Undefined,company_ic_False,company_ic_True,company_ic_Undefined,gender_M,gender_Undefined,gender_V,shop_use_ic_False,shop_use_ic_True,shop_use_ic_Undefined,retired_ic_False,retired_ic_True,retired_ic_Undefined,gold_status_ic_False,gold_status_ic_True,gold_status_ic_Undefined
1.3206707096386043,0.5771208699896565,0.9990011594963043,0.0,0,0.2736531498628119,11,11,0.3052446134285287,53,2.9141274161468447,1,2,0,167,0,0.0,19,0.0,0.044807999701346544,1.0,1.1628920152493962,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0.93155984381451,0.44761461791667556,0.5390317378001254,7.924072324923417,6,0.24712849099428214,10,9,-0.18269863415769083,53,2.9141274161468447,0,2,1,477,0,0.0,13,0.0,0.39726466489262585,1.0,1.308138930314014,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0.007041303487275468,-0.0284530577501245,-0.023200075992142067,0.0,0,0.10067897821375886,2,2,0.05681640863185237,75,0.0,0,1,0,324,0,0.0,39,0.0,-0.22927252184548153,0.0,0.0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
0.42409622502645894,0.041714876027468234,-0.01697721560567222,0.0,0,0.15439727400798292,5,5,-0.5453447789720895,50,0.0,0,3,0,350,0,0.0,86,0.0,-0.030627540621569364,0.0,0.0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0.5483088351110338,-0.6124880611006698,1.0178304432399519,0.0,0,-0.869453057760477,7,0,0.4288280629996191,79,2.9141274161468447,0,1,0,243,0,0.0,3,0.0,0.987374589965115,0.0,0.0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
-0.3068579949752091,-0.6124880611006698,2.3856476551326127,7.541683099882111,4,-0.869453057760477,5,5,-0.21872794727097075,46,0.0,0,2,0,270,2,0.0,4,0.0,1.492693036447003,1.0,1.1275749808409337,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0.34674039217909103,0.22927500717032043,-0.06751977403362315,0.0,0,-0.0823200978001054,6,5,-0.4450742011862196,22,0.0,0,1,0,254,0,0.0,3,0.0,0.24776690958817704,0.0,0.0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0.08786850468940428,0.11304462363203585,-0.17072974028127103,6.98100574072173,3,0.16473912619801742,3,4,-0.19392787492969887,31,0.0,1,3,2,417,0,0.0,58,0.0,0.9669318403123711,1.0,1.2793459967896696,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
-0.36734998616798614,-0.6124880611006698,-0.2323896763541246,0.0,0,-0.869453057760477,6,7,-0.7764982595280359,27,-4.981733722339869,0,2,0,271,0,0.0,4,0.0,-0.4825720562014178,1.0,1.0723684457790632,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0
-0.36734998616798614,0.38751193889933017,-0.2323896763541246,0.0,0,-0.869453057760477,4,5,0.05681640863185237,61,0.0,0,1,1,350,0,0.0,4,0.0,-0.3891474575996727,0.0,0.0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
-0.36734998616798614,-0.6124880611006698,-0.2323896763541246,0.0,0,-0.869453057760477,8,2,0.7930591145931898,83,0.0,0,1,0,242,0,0.0,4,0.0,-0.5123347903017927,0.0,0.0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
0.6478294036525434,0.21002132373098253,0.4628535524973299,0.0,2,0.2367857384561085,8,7,2.2646951479279283,40,2.9141274161468447,0,3,3,546,0,0.0,44,8.20762229065684,-0.18320630149063838,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
0.5976162068482568,0.30921081001404543,0.6339549536871689,0.0,0,0.1430692450195971,3,22,-0.6408868458081654,25,0.0,0,2,0,342,0,0.0,61,6.942069454279388,-0.8223977410329064,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
0.16955331958196848,0.1345627086682463,-0.14847549516506364,0.0,0,-0.0823200978001054,4,2,0.6665695372162959,18,0.0,0,1,0,227,0,0.0,3,0.0,0.3343347931854525,0.0,0.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
-0.36734998616798614,0.48546177772415294,0.724943981539643,6.745236349484363,2,0.2654520490675719,2,7,-0.4983790217069493,37,0.0,0,3,1,498,2,7.501634457883413,4,0.0,0.9549783669837828,0.0,0.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0.2918997942755308,-0.6124880611006698,0.2137137119328852,0.0,0,-0.869453057760477,8,5,0.19100559947948478,31,0.0,0,2,0,395,0,0.0,4,8.070768520098483,0.5422654112939198,0.0,0.0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
-0.36734998616798614,-0.6124880611006698,-0.2323896763541246,0.0,0,-0.869453057760477,0,3,1.0874557153979145,78,2.9141274161468447,0,1,0,392,0,0.0,31,0.0,-0.9567325761087833,0.0,0.0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
1.0609604212688384,0.4731214797745473,-0.017753622699068463,0.0,0,-0.869453057760477,3,9,1.1054077647169867,38,0.0,0,2,0,4,0,0.0,3,0.0,0.412483456788986,0.0,0.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0.23391236319575906,-0.006295090359272781,0.48502776434760947,0.0,0,-0.869453057760477,3,7,0.24465702528681332,62,2.9141274161468447,0,1,0,124,0,0.0,4,0.0,0.3088370373652132,0.0,0.0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
-0.3630760537659626,0.38760395266083586,-0.2314902124400142,0.0,0,-0.869453057760477,5,6,-0.8960900103349239,54,0.0,0,2,0,283,0,0.0,4,0.0,0.6535396930355621,0.0,0.0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-0.36734998616798614,-0.6124880611006698,-0.2323896763541246,0.0,0,-0.869453057760477,6,7,0.4513292413072693,54,0.0,0,3,0,475,1,7.428333194190806,4,0.0,-0.25751986697256124,1.0,1.339525807277439,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0.34624129764379485,-0.6124880611006698,0.25164942904672427,0.0,0,-0.869453057760477,6,0,0.9532583381325359,49,2.9141274161468447,0,3,1,317,0,0.0,3,8.141161808057218,1.3947325811667357,0.0,0.0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
-0.3630760537659626,-0.6124880611006698,-0.210067834300551,0.0,0,-0.869453057760477,5,2,-1.050438448436612,51,0.0,0,2,0,168,0,0.0,4,0.0,-1.163647632812212,0.0,0.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
-0.36734998616798614,-0.6124880611006698,-0.2323896763541246,0.0,0,-0.869453057760477,7,5,-0.40208155492445496,26,0.0,0,1,0,183,0,0.0,1,0.0,0.7683099337595425,0.0,0.0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
-0.36734998616798614,-0.6124880611006698,-0.2323896763541246,0.0,0,-0.869453057760477,10,4,-0.1907809567348578,53,-4.981733722339869,0,2,0,271,0,0.0,4,0.0,-1.0184335928695318,1.0,1.112666291602981,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-0.36734998616798614,-0.6124880611006698,-0.2323896763541246,0.0,0,-0.869453057760477,11,5,0.49691271202890064,46,0.0,0,2,0,369,0,0.0,13,0.0,0.13152137208900078,0.0,0.0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-0.36734998616798614,-0.6124880611006698,0.03935941806683169,0.0,0,-0.869453057760477,7,0,-0.9908223949863352,32,0.0,0,2,0,271,0,0.0,1,0.0,1.580874788012862,0.0,0.0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0.8571801337239445,0.2819916012094744,0.6885568640220775,0.0,0,0.11654854752986021,8,7,-0.18464309667268627,69,2.9141274161468447,0,1,0,659,1,0.0,73,0.0,-1.1017152245649493,1.0,1.2968990898411943,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
0.06975788257890887,0.06579097245914799,-0.1442344898781256,0.0,0,0.060693743316524176,7,4,-0.5686815637466874,75,0.0,0,1,0,350,0,0.0,34,0.0,-0.5199801184617306,0.0,0.0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0.3320558942925527,0.24151057412755977,-0.13074555497260676,0.0,0,-0.869453057760477,11,6,1.4323845569117513,66,0.0,0,1,0,349,0,0.0,3,0.0,-0.3350515011036155,1.0,1.3024688482219662,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
-0.34429225810281766,-0.40552495512760384,-0.2270011947672267,0.0,0,-0.869453057760477,6,4,-0.7800671789460867,48,0.0,0,1,0,74,0,0.0,3,0.0,0.07083257364663353,0.0,0.0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
-0.36734998616798614,-0.6124880611006698,-0.2323896763541246,0.0,0,-0.869453057760477,8,3,-1.2537291840917144,30,-4.981733722339869,0,1,0,1,0,0.0,4,0.0,-1.0271895971182619,0.0,0.0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0.9344202983023956,0.4473682608916018,0.20640634634129593,0.0,0,-0.869453057760477,5,1,0.21372166661626588,56,0.0,0,1,0,324,0,0.0,41,0.0,-1.6579018029815498,0.0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-0.08498434072783644,-0.6124880611006698,-0.22163254812675107,0.0,0,-0.0823200978001054,10,2,-0.8133384385167245,20,0.0,0,1,0,7,0,0.0,1,0.0,-0.2656864730093758,0.0,0.0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0.9931917181861912,0.6228670075104663,2.067576915772594,0.0,0,0.0,1,2,-0.6643769808889094,69,2.9141274161468447,0,1,0,671,0,0.0,54,0.0,-1.5448085510215037,0.0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
0.9649699042554747,-0.6124880611006698,1.9725313908407898,5.84354441703136,1,0.19893296066453142,14,19,-0.09235959445804462,38,2.9141274161468447,1,3,3,504,0,0.0,47,6.830653712009463,0.39426792812360795,1.0,1.3138034310703464,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1.5907516002935527,0.6086455392982305,2.0578785429636874,0.0,0,-0.869453057760477,6,4,-0.02320771842556284,42,4.981733722339869,0,2,0,59,0,0.0,2,0.0,1.853962329791081,0.0,0.0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
-0.15205448009346198,-0.18097774611404857,0.6789552448118743,0.0,0,0.18306126939717968,4,36,0.869197164485212,28,0.0,0,2,0,31,0,0.0,76,0.0,-2.1403169603228926,1.0,1.2026135579442836,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0.5376192709829186,0.41645462115652293,0.050518467840797075,0.0,0,0.10067897821375886,5,6,-0.02855755536052287,22,0.0,0,2,0,288,0,0.0,44,0.0,-0.581141873446552,0.0,0.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
-0.36734998616798614,-0.6124880611006698,-0.2323896763541246,0.0,0,-0.869453057760477,7,2,-0.7268185100752466,40,0.0,0,3,0,498,0,0.0,2,0.0,0.9444658298572473,0.0,0.0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
1.0693493637929248,0.603189774519726,0.8645883275137285,0.0,0,-0.869453057760477,8,6,0.23003625481506285,41,2.9141274161468447,0,2,0,305,0,0.0,25,0.0,-1.7878553048814159,1.0,1.2299185685717198,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0.8548896856388105,0.204479941592103,0.7023678864164675,0.0,0,0.16473912619801742,5,8,0.6783924330298999,44,2.9141274161468447,1,3,3,563,0,0.0,107,6.950490492397379,0.007804570910161668,1.0,1.232577321323149,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
-0.36734998616798614,0.38751193889933017,-0.2323896763541246,0.0,0,-0.869453057760477,2,8,-0.4389080366849064,18,0.0,0,1,0,145,0,0.0,3,0.0,0.4058767198059632,0.0,0.0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-0.28461042987839913,-0.18097774611404857,-0.20652783088665802,0.0,0,-0.0823200978001054,8,8,-0.3962851406386959,18,0.0,0,1,0,51,0,0.0,4,0.0,-1.0732180763798185,1.0,1.3760378722674513,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0.9399431263368725,0.324846989309611,3.263421229253473,5.247024072160486,1,-0.869453057760477,7,1,-0.2009786939953017,46,0.0,4,3,1,587,0,0.0,93,0.0,0.28748894794956215,0.0,0.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-0.013351736796232494,-0.6124880611006698,1.2910424728348138,0.0,0,0.24712849099428214,8,21,-0.5722572281910295,37,0.0,0,2,0,355,2,0.0,45,0.0,-1.7266671896808705,1.0,1.175853502445363,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0.686438972368999,0.35561819909163384,0.012984726634036537,0.0,0,0.11654854752986021,8,7,0.7711791709308842,25,0.0,0,2,0,103,0,0.0,29,0.0,-0.6124085376879161,1.0,1.3575610212376015,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0.02179705905860499,-0.6124880611006698,-0.15102603039478119,0.0,0,0.08235966410614966,6,7,1.134911961925069,38,0.0,0,2,1,415,0,0.0,13,0.0,-0.5246826934037695,1.0,1.1928302616358792,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0.35120948396533186,0.44804476691284123,0.35927323743807815,0.0,0,0.13054694223952304,9,2,-0.37769139338953206,33,0.0,0,2,1,249,1,0.0,62,0.0,-0.5615804249159986,0.0,0.0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
-0.21385784897883825,0.4543525624727474,0.4209207608927097,0.0,0,0.2367857384561085,9,8,-1.7213988316709008,42,0.0,0,3,1,283,0,0.0,40,0.0,-0.4564656763355415,0.0,0.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-0.3652083540870775,-0.6124880611006698,-0.20387845560680423,0.0,0,-0.869453057760477,7,7,0.05681640863185237,25,0.0,0,3,1,144,0,0.0,54,0.0,-0.7923309094846728,0.0,0.0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0.9064667938565842,0.23294846583208342,1.3223617070096059,0.0,0,-0.869453057760477,3,0,1.3671283042543072,59,4.981733722339869,1,2,0,346,0,0.0,3,9.008721501397952,3.008494512563755,1.0,1.3123817154289918,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
0.8773255891881658,0.41175635790747933,0.42608556118065016,0.0,0,0.13054694223952304,10,5,0.6076315401479574,45,0.0,0,2,0,333,0,0.0,57,7.602105897107094,-0.7510789744594355,1.0,1.1421708937739634,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
-0.34429225810281766,-0.6124880611006698,-0.02086339080793173,3.58351893845611,1,0.0,5,6,1.4131052203071264,49,0.0,0,3,0,671,2,6.375024819828097,77,0.0,-0.05385138009126187,1.0,1.3407269094610577,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
